Bacterial_associate_taxa,Found_in_16S-CC,Found_in_BSS,Found_in_previous_work,Fungal_host_taxa,Link,Source,Bacterial_associate_taxa_taxid,Fungal_host_taxa_taxid,Bacterial_phylum,Fungal_phylum,bact_id,fung_id,bact_phylum_id,fung_phylum_id
Actinokineospora,Yes,No,No,Fusarium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,39845,5506,Actinobacteria,Ascomycota,129,679,109,1050
Actinomadura,Yes,No,No,Pleurotus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1988,5320,Actinobacteria,Basidiomycota,130,765,109,1052
Actinomyces,Yes,No,No,Alternaria,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1654,5598,Actinobacteria,Ascomycota,131,712,109,1050
Actinomyces,Yes,No,No,Auxarthron,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1654,5040,Actinobacteria,Ascomycota,131,768,109,1050
Actinomyces,Yes,No,No,Beauveria,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1654,5581,Actinobacteria,Ascomycota,131,749,109,1050
Actinomyces,Yes,No,No,Cladosporium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1654,5498,Actinobacteria,Ascomycota,131,730,109,1050
Actinomyces,Yes,No,No,Clonostachys,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1654,110564,Actinobacteria,Ascomycota,131,769,109,1050
Actinomyces,Yes,No,No,Coniella,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1654,172190,Actinobacteria,Ascomycota,131,770,109,1050
Actinomyces,Yes,No,No,Coniochaeta,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1654,79808,Actinobacteria,Ascomycota,131,771,109,1050
Actinomyces,Yes,No,No,Epicoccum,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1654,104397,Actinobacteria,Ascomycota,131,772,109,1050
Actinomyces,Yes,No,No,Fistulina,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1654,40456,Actinobacteria,Basidiomycota,131,773,109,1052
Actinomyces,Yes,No,No,Fusarium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1654,5506,Actinobacteria,Ascomycota,131,679,109,1050
Actinomyces,Yes,No,No,Gaeumannomyces,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1654,29849,Actinobacteria,Ascomycota,131,739,109,1050
Actinomyces,Yes,No,No,Grifola,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1654,5626,Actinobacteria,Basidiomycota,131,755,109,1052
Actinomyces,Yes,No,No,Gyrodon,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1654,80645,Actinobacteria,Basidiomycota,131,774,109,1052
Actinomyces,Yes,No,No,Hypsizygus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1654,39965,Actinobacteria,Basidiomycota,131,764,109,1052
Actinomyces,Yes,No,No,Ilyonectria,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1654,1079112,Actinobacteria,Ascomycota,131,756,109,1050
Actinomyces,Yes,No,No,Laetiporus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1654,5629,Actinobacteria,Basidiomycota,131,775,109,1052
Actinomyces,Yes,No,No,Mortierella,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1654,4855,Actinobacteria,Mucoromycota,131,700,109,1051
Actinomyces,Yes,No,No,Mucor,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1654,4830,Actinobacteria,Mucoromycota,131,680,109,1051
Actinomyces,Yes,No,No,Penicillium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1654,5073,Actinobacteria,Ascomycota,131,683,109,1050
Actinomyces,Yes,No,No,Phaeomoniella,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1654,158045,Actinobacteria,Ascomycota,131,722,109,1050
Actinomyces,Yes,No,No,Plectosphaerella,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1654,40657,Actinobacteria,Ascomycota,131,740,109,1050
Actinomyces,Yes,No,No,Pleurotus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1654,5320,Actinobacteria,Basidiomycota,131,765,109,1052
Actinomyces,Yes,No,No,Podila,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1654,2779937,Actinobacteria,Mucoromycota,131,776,109,1051
Actinomyces,Yes,No,No,Polyporus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1654,5637,Actinobacteria,Basidiomycota,131,777,109,1052
Actinomyces,Yes,No,No,Pseudogymnoascus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1654,78156,Actinobacteria,Ascomycota,131,761,109,1050
Actinomyces,Yes,No,No,Rhizopogon,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1654,5375,Actinobacteria,Basidiomycota,131,778,109,1052
Actinomyces,Yes,No,No,Schizosaccharomyces,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1654,4895,Actinobacteria,Ascomycota,131,779,109,1050
Actinomyces,Yes,No,No,Stanjemonium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1654,73506,Actinobacteria,Ascomycota,131,780,109,1050
Actinomyces,Yes,No,No,Trametes,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1654,5324,Actinobacteria,Basidiomycota,131,751,109,1052
Actinomyces,Yes,No,No,Tranzscheliella,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1654,349356,Actinobacteria,Basidiomycota,131,767,109,1052
Actinomyces,Yes,No,No,Trichoderma,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1654,5543,Actinobacteria,Ascomycota,131,678,109,1050
Actinomyces,Yes,No,No,Truncatella,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1654,55735,Actinobacteria,Ascomycota,131,781,109,1050
Actinomyces,Yes,No,No,Vanrija,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1654,1851468,Actinobacteria,Basidiomycota,131,782,109,1052
Actinomyces,Yes,No,No,Verticillium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1654,1036719,Actinobacteria,Ascomycota,131,783,109,1050
Actinomycetospora,Yes,No,No,Beauveria,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,402649,5581,Actinobacteria,Ascomycota,132,749,109,1050
Actinomycetospora,Yes,No,No,Gaeumannomyces,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,402649,29849,Actinobacteria,Ascomycota,132,739,109,1050
Actinomycetospora,Yes,No,No,Pleurotus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,402649,5320,Actinobacteria,Basidiomycota,132,765,109,1052
Actinomycetospora,Yes,No,No,Trichoderma,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,402649,5543,Actinobacteria,Ascomycota,132,678,109,1050
Actinoplanes,Yes,No,No,Botrytis,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1865,33196,Actinobacteria,Ascomycota,103,784,109,1050
Actinoplanes,Yes,No,No,Epicoccum,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1865,104397,Actinobacteria,Ascomycota,103,772,109,1050
Actinoplanes,Yes,No,No,Schizosaccharomyces,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1865,4895,Actinobacteria,Ascomycota,103,779,109,1050
Actinoplanes,Yes,No,No,Sparassis,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1865,40466,Actinobacteria,Basidiomycota,103,762,109,1052
Actinoplanes,Yes,No,No,Trametes,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1865,5324,Actinobacteria,Basidiomycota,103,751,109,1052
Actinoplanes,Yes,No,No,Umbelopsis,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1865,64561,Actinobacteria,Mucoromycota,103,738,109,1051
Actinotalea,Yes,No,No,Alternaria,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,458839,5598,Actinobacteria,Ascomycota,133,712,109,1050
Actinotalea,Yes,No,No,Aspergillus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,458839,5052,Actinobacteria,Ascomycota,133,737,109,1050
Actinotalea,Yes,No,No,Coprinellus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,458839,184430,Actinobacteria,Basidiomycota,133,785,109,1052
Actinotalea,Yes,No,No,Epicoccum,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,458839,104397,Actinobacteria,Ascomycota,133,772,109,1050
Actinotalea,Yes,No,No,Ganoderma,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,458839,5314,Actinobacteria,Basidiomycota,133,754,109,1052
Actinotalea,Yes,No,No,Gyrodon,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,458839,80645,Actinobacteria,Basidiomycota,133,774,109,1052
Actinotalea,Yes,No,No,Omphalotus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,458839,71962,Actinobacteria,Basidiomycota,133,786,109,1052
Actinotalea,Yes,No,No,Polyporus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,458839,5637,Actinobacteria,Basidiomycota,133,777,109,1052
Actinotalea,Yes,No,No,Stereum,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,458839,5644,Actinobacteria,Basidiomycota,133,787,109,1052
Aerococcus,Yes,No,No,Beauveria,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1375,5581,Firmicutes,Ascomycota,134,749,119,1050
Aerococcus,Yes,No,No,Botrytis,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1375,33196,Firmicutes,Ascomycota,134,784,119,1050
Aerococcus,Yes,No,No,Epicoccum,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1375,104397,Firmicutes,Ascomycota,134,772,119,1050
Aerococcus,Yes,No,No,Fusarium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1375,5506,Firmicutes,Ascomycota,134,679,119,1050
Aerococcus,Yes,No,No,Infundibulicybe,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1375,378268,Firmicutes,Basidiomycota,134,757,119,1052
Aerococcus,Yes,No,No,Lepista,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1375,64652,Firmicutes,Basidiomycota,134,788,119,1052
Aerococcus,Yes,No,No,Mucor,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1375,4830,Firmicutes,Mucoromycota,134,680,119,1051
Aerococcus,Yes,No,No,Pleurotus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1375,5320,Firmicutes,Basidiomycota,134,765,119,1052
Aerococcus,Yes,No,No,Rhizopogon,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1375,5375,Firmicutes,Basidiomycota,134,778,119,1052
Aerococcus,Yes,No,No,Sparassis,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1375,40466,Firmicutes,Basidiomycota,134,762,119,1052
Aerococcus,Yes,No,No,Stereum,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1375,5644,Firmicutes,Basidiomycota,134,787,119,1052
Aeromicrobium,Yes,No,No,Alternaria,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,2040,5598,Actinobacteria,Ascomycota,135,712,109,1050
Aeromicrobium,Yes,No,No,Auxarthron,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,2040,5040,Actinobacteria,Ascomycota,135,768,109,1050
Aeromicrobium,Yes,No,No,Mortierella,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,2040,4855,Actinobacteria,Mucoromycota,135,700,109,1051
Aeromicrobium,Yes,No,No,Periconia,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,2040,97971,Actinobacteria,Ascomycota,135,789,109,1050
Aeromicrobium,Yes,No,No,Verticillium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,2040,1036719,Actinobacteria,Ascomycota,135,783,109,1050
Aerosphaera,Yes,No,No,Coniella,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,137460,172190,Firmicutes,Ascomycota,136,770,119,1050
Aerosphaera,Yes,No,No,Fusarium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,137460,5506,Firmicutes,Ascomycota,136,679,119,1050
Aerosphaera,Yes,No,No,Hypsizygus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,137460,39965,Firmicutes,Basidiomycota,136,764,119,1052
Aerosphaera,Yes,No,No,Laccaria,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,137460,29882,Firmicutes,Basidiomycota,136,759,119,1052
Aerosphaera,Yes,No,No,Penicillium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,137460,5073,Firmicutes,Ascomycota,136,683,119,1050
Aerosphaera,Yes,No,No,Stropharia,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,137460,68745,Firmicutes,Basidiomycota,136,766,119,1052
Aerosphaera,Yes,No,No,Trametes,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,137460,5324,Firmicutes,Basidiomycota,136,751,119,1052
Afipia,Yes,No,No,Fusarium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1033,5506,Proteobacteria,Ascomycota,137,679,1025,1050
Afipia,Yes,No,No,Ilyonectria,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1033,1079112,Proteobacteria,Ascomycota,137,756,1025,1050
Afipia,Yes,No,No,Mortierella,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1033,4855,Proteobacteria,Mucoromycota,137,700,1025,1051
Agaricicola,Yes,No,No,Epicoccum,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1364858,104397,Proteobacteria,Ascomycota,138,772,1025,1050
Agathobacter,Yes,No,No,Rhizopogon,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1766253,5375,Firmicutes,Basidiomycota,139,778,119,1052
Aggregatibacter,Yes,No,No,Mortierella,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,416916,4855,Proteobacteria,Mucoromycota,140,700,1025,1051
Aggregatibacter,Yes,No,No,Mucor,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,416916,4830,Proteobacteria,Mucoromycota,140,680,1025,1051
Aggregicoccus,Yes,No,No,Phaeoacremonium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1470623,65412,Proteobacteria,Ascomycota,141,790,1025,1050
Agrococcus,Yes,No,No,Acremonium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,46352,159075,Actinobacteria,Ascomycota,2,791,109,1050
Agrococcus,Yes,No,No,Alternaria,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,46352,5598,Actinobacteria,Ascomycota,2,712,109,1050
Agrococcus,Yes,No,No,Aspergillus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,46352,5052,Actinobacteria,Ascomycota,2,737,109,1050
Agrococcus,Yes,No,No,Basidiobolus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,46352,4859,Actinobacteria,Zoopagomycota,2,792,109,1053
Agrococcus,Yes,No,No,Beauveria,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,46352,5581,Actinobacteria,Ascomycota,2,749,109,1050
Agrococcus,Yes,No,No,Ceratobasidium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,46352,5251,Actinobacteria,Basidiomycota,2,793,109,1052
Agrococcus,Yes,No,No,Chaetomium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,46352,5149,Actinobacteria,Ascomycota,2,794,109,1050
Agrococcus,Yes,No,No,Coniochaeta,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,46352,79808,Actinobacteria,Ascomycota,2,771,109,1050
